vader_score,vader_score_pos,vader_score_neg
0.0,0.0,0.0
0.9222,0.595,0.0
0.4404,0.744,0.0
0.9771,0.771,0.0
0.8676,0.552,0.0
0.991,0.604,0.0
-0.7514,0.144,0.196
0.8396,0.322,0.0
0.8779,0.537,0.0
0.0,0.0,0.0
0.6917,0.227,0.0
0.6249,0.804,0.0
0.7269,0.55,0.0
0.4019,0.0,0.0
0.9765,0.331,0.0
0.7,0.317,0.088
0.6908,0.649,0.283
0.891,0.744,0.0
-0.1779,0.382,0.24
0.8687,0.34,0.0
0.8211,0.667,0.08
0.4019,0.531,0.0
-0.3612,0.0,0.0
0.9538,0.796,0.355
0.7662,0.321,0.0
0.9245,0.578,0.0
0.0,0.0,0.0
0.8074,0.785,0.0
0.5709,0.473,0.0
0.4215,0.737,0.0
0.8718,0.485,0.091
0.7055,0.314,0.084
0.7383,0.2,0.333
0.885,0.373,0.091
0.5984,0.0,0.0
0.6124,0.388,0.63
-0.7841,0.0,0.063
0.0387,0.0,0.169
0.2263,0.213,0.0
0.1779,0.0,0.056
0.8625,0.259,0.0
0.9747,0.683,0.0
0.7548,0.688,0.114
-0.7096,0.0,0.18
0.933,0.445,0.0
0.8225,0.565,0.232
0.9381,0.229,0.0
0.0,0.0,0.0
0.9524,0.71,0.0
0.7269,0.433,0.0
-0.296,0.0,0.0
0.8313,0.375,0.0
0.9641,0.432,0.0
0.0,0.0,0.0
0.9517,0.762,0.0
0.6697,0.139,0.0
0.2058,0.615,0.05
0.9403,0.735,0.0
0.8934,0.267,0.1
0.8016,0.495,0.0
0.902,0.249,0.0
0.9356,0.397,0.0
0.9296,0.772,0.0
0.8885,0.775,0.0
0.6055,0.314,0.0
0.0,0.0,0.0
0.4404,0.172,0.0
0.9758,0.434,0.0
0.9131,0.205,0.0
0.6124,0.533,0.254
0.9672,0.461,0.04
0.796,0.333,0.0
0.9666,0.447,0.0
0.9433,0.259,0.0
0.9531,0.595,0.274
0.9732,0.348,0.0
0.5859,0.487,0.0
-0.2732,0.0,0.231
0.4187,0.53,0.03
0.3612,0.636,0.199
0.7391,0.736,0.0
0.4019,0.0,0.0
0.9179,0.499,0.0
0.6614,0.228,0.156
0.0,0.0,0.0
0.5106,0.767,0.0
0.0,0.0,0.0
0.8807,0.748,0.0
-0.5719,0.0,0.0
0.9042,0.487,0.0
0.8111,0.538,0.0
-0.7096,0.0,0.355
0.5106,0.341,0.066
0.0,0.0,0.0
0.872,0.778,0.0
0.4404,0.313,0.524
0.5801,0.161,0.0
-0.1027,0.5,0.143
0.3612,0.0,0.0
-0.8075,0.0,0.153
-0.7258,0.144,0.3
0.9648,0.403,0.0
0.7722,0.344,0.063
-0.5423,0.0,0.333
0.9545,0.397,0.0
0.0601,0.316,0.1
0.5574,0.0,0.0
0.8481,0.139,0.0
-0.4588,0.0,0.25
0.908,0.355,0.0
0.0,0.615,0.0
0.9062,0.562,0.0
0.9708,0.25,0.0
0.4404,0.744,0.0
0.8348,0.489,0.208
0.4404,0.744,0.0
-0.3597,0.0,0.121
0.7783,0.701,0.419
0.7906,0.583,0.0
0.936,0.245,0.109
0.929,0.625,0.0
0.8591,0.756,0.0
0.8981,0.337,0.0
-0.9729,0.649,0.215
0.8807,0.159,0.0
0.9072,0.219,0.0
0.8074,0.735,0.0
0.7964,0.503,0.0
0.6808,0.744,0.0
0.25,0.615,0.239
0.4404,0.744,0.0
0.9577,0.345,0.0
0.9588,0.707,0.0
-0.5719,0.0,0.0
0.9287,0.24,0.0
0.4391,0.375,0.137
0.4019,0.73,0.0
0.611,0.185,0.147
0.4404,0.195,0.0
0.9571,0.428,0.0
0.9372,0.492,0.0
0.0,0.0,0.0
0.9882,0.485,0.0
0.952,0.528,0.0
0.4019,0.73,0.0
0.5574,0.0,0.0
0.4215,0.128,0.0
-0.5859,0.0,0.172
0.128,0.403,0.355
0.9169,0.195,0.0
0.875,0.355,0.0
0.2247,0.436,0.306
0.1997,0.386,0.071
0.8055,0.618,0.0
0.9355,0.385,0.0
-0.0026,0.315,0.127
0.8779,0.437,0.0
0.9217,0.706,0.0
-0.1154,0.0,0.147
0.4215,0.0,0.0
-0.7543,0.33,0.3
0.8442,0.495,0.145
0.7889,0.607,0.0
0.5574,0.0,0.0
0.5574,0.0,0.0
0.8832,0.323,0.0
0.9412,0.301,0.0
0.1999,0.592,0.117
0.624,0.694,0.188
-0.6059,0.0,0.101
-0.8714,0.252,0.153
0.5574,0.375,0.0
0.5647,0.58,0.0
0.5994,0.494,0.0
0.7718,0.325,0.0
0.6568,0.105,0.0
0.9919,0.365,0.286
0.9657,0.425,0.0
0.7423,0.173,0.0
0.8885,0.539,0.216
0.7351,0.674,0.0
0.7579,0.244,0.0
-0.9136,0.0,0.442
-0.8162,0.0,0.0
0.945,0.35,0.0
0.9052,0.551,0.0
0.9028,0.508,0.0
0.9685,0.384,0.079
0.5719,0.649,0.0
-0.2878,0.288,0.115
0.2732,0.0,0.133
0.9536,0.549,0.0
0.7351,0.112,0.0
0.9392,0.478,0.0
-0.3612,0.259,0.218
-0.4522,0.444,0.329
0.8658,0.618,0.0
0.0,0.0,0.0
0.8381,0.451,0.0
0.9772,0.528,0.0
0.9826,0.469,0.0
0.0,0.0,0.0
0.9612,0.168,0.0
0.762,0.319,0.0
0.0,0.0,0.0
0.9036,0.788,0.0
0.9213,0.713,0.0
-0.8357,0.0,0.414
-0.8481,0.0,0.18
0.5719,0.552,0.0
0.4019,0.231,0.0
0.9724,0.415,0.0
-0.4404,0.0,0.244
0.9493,0.208,0.0
0.0,0.0,0.0
0.8271,0.804,0.0
0.9208,0.211,0.042
0.7906,0.35,0.0
-0.9622,0.492,0.116
-0.2632,0.863,0.375
0.0,0.0,0.0
0.9778,0.429,0.0
0.9581,0.203,0.036
-0.8258,0.0,0.167
0.6908,0.322,0.322
0.5719,0.552,0.0
0.9285,0.268,0.0
0.9827,0.118,0.0
0.8885,0.636,0.0
0.836,0.612,0.0
-0.5106,0.0,0.115
0.5267,0.0,0.0
0.4404,0.504,0.0
0.296,0.139,0.362
0.9062,0.304,0.119
0.9451,0.376,0.0
0.9432,0.5,0.0
0.9801,0.421,0.0
0.6195,0.589,0.097
-0.7605,0.1,0.265
0.7841,0.336,0.084
0.25,0.429,0.0
0.4019,0.278,0.0
0.4019,0.351,0.0
0.9384,0.252,0.0
-0.6946,0.0,0.133
0.6784,0.437,0.099
0.854,0.539,0.0
-0.1263,0.0,0.089
-0.8066,0.326,0.136
0.2209,0.24,0.126
0.8074,0.786,0.0
0.5574,0.0,0.0
0.4588,0.375,0.0
0.7579,0.121,0.0
0.9348,0.329,0.0
-0.5719,0.0,0.0
-0.3138,0.0,0.044
0.5413,0.636,0.0
0.7178,0.437,0.0
0.9336,0.779,0.0
0.9382,0.732,0.0
0.8271,0.272,0.0
-0.4927,0.0,0.075
0.0,0.0,0.0
0.7264,0.179,0.0
0.4576,0.4,0.066
-0.3291,0.0,0.0
0.5423,0.804,0.229
-0.5719,0.0,0.0
0.9109,0.454,0.0
0.9408,0.643,0.079
0.8885,0.775,0.0
0.9518,0.547,0.133
0.9363,0.313,1.0
-0.5106,0.0,0.182
0.6597,0.753,1.0
0.0,0.236,0.0
-0.5719,0.0,0.0
0.0,0.0,0.0
0.2263,0.0,0.102
0.5574,0.338,0.0
-0.3182,0.0,0.126
0.9386,0.482,0.181
0.0,0.0,0.0
0.9393,0.192,0.111
0.9382,0.729,0.57
0.5514,0.729,0.14
0.9387,0.542,0.157
-0.3612,0.231,0.087
-0.1638,0.0,0.051
0.7933,0.556,0.128
0.8885,0.371,0.078
0.9349,0.374,0.088
-0.5719,0.0,0.0
0.6998,0.512,0.196
0.9666,0.254,0.081
0.7506,0.32,0.0
0.7783,0.516,0.0
0.7579,0.592,0.0
0.4348,0.649,0.161
0.9347,0.306,0.0
0.5413,0.259,0.0
-0.8111,0.0,0.197
0.9456,0.613,0.0
-0.5719,0.0,0.0
0.6486,0.351,0.051
0.9042,0.518,0.0
0.8718,0.399,0.114
0.5574,0.0,0.0
0.0,0.0,0.0
0.7988,0.519,0.0
0.9726,0.354,0.0
0.8479,0.402,0.0
0.8316,0.494,0.0
-0.3987,0.0,0.111
0.8225,0.717,0.0
0.1604,0.529,0.355
0.7906,0.517,0.0
0.9462,0.318,0.0
0.8126,0.649,0.0
0.836,0.378,0.054
0.9921,0.479,0.0
0.5574,0.0,0.0
0.7926,0.435,0.115
0.6908,0.533,0.0
0.8074,0.222,0.0
0.7351,0.286,0.0
0.9061,0.507,0.0
0.9216,0.39,0.0
0.4754,0.607,0.0
0.7778,0.694,0.0
0.8332,0.436,0.356
0.8176,0.302,0.0
0.8658,0.199,0.0
0.7501,0.178,0.268
0.9048,0.211,0.0
0.9332,0.487,0.0
0.2732,0.744,0.06
0.8074,0.381,0.0
-0.5719,0.0,0.0
0.6013,0.283,0.0
0.4215,0.203,0.0
0.0,0.0,0.0
0.6765,0.121,0.032
0.9294,0.48,0.0
0.4939,0.762,0.0
0.7111,0.361,0.189
0.5574,0.463,0.495
0.9916,0.359,0.248
0.0,0.0,0.0
-0.7351,0.0,0.21
0.9403,0.29,0.0
-0.34,0.178,0.353
0.6969,0.575,0.133
0.9209,0.336,0.273
0.8074,0.481,0.0
0.7783,0.529,0.0
0.9566,0.606,0.0
0.802,0.783,0.0
0.9051,0.353,0.0
0.9297,0.481,0.0
0.3822,0.379,0.082
0.8658,0.661,0.0
0.7501,0.477,0.0
0.7778,0.459,0.0
0.9074,0.298,0.0
-0.7906,0.0,0.421
0.9011,0.364,0.0
0.4215,0.737,0.0
0.4709,0.0,0.179
0.4019,0.574,0.0
0.2716,0.481,0.303
0.8525,0.409,0.0
0.8934,0.78,0.0
0.6249,0.804,0.0
0.8998,0.514,0.145
0.0,0.0,0.0
0.8927,0.327,0.0
0.8783,0.508,0.053
0.9644,0.541,0.0
0.0,0.0,0.0
0.9442,0.793,0.0
0.7506,0.412,0.0
-0.5719,0.0,0.0
0.7485,0.448,0.161
0.2731,0.506,0.098
0.7783,0.348,0.0
0.7751,0.447,0.055
0.91,0.532,0.0
0.941,0.0,0.051
0.9092,0.713,0.0
-0.9086,0.0,0.284
0.6369,0.621,0.074
-0.5955,0.348,0.244
0.429,0.0,0.075
0.6369,0.128,0.0
0.8016,0.395,0.0
0.8503,0.537,0.072
0.9595,0.603,0.0
0.9287,0.695,0.0
0.8822,0.364,0.07
-0.9045,0.556,0.188
0.9195,0.403,0.0
0.4404,0.42,0.0
-0.1531,0.42,0.189
0.4767,0.592,0.081
0.7906,0.7,0.0
0.9475,0.498,0.0
0.8074,0.785,0.0
0.8987,0.367,0.141
0.926,0.721,0.081
0.9333,0.361,0.0
-0.7777,0.0,0.146
0.3687,0.672,0.061
-0.8173,0.0,0.487
0.9759,0.707,0.0
-0.5467,0.526,0.232
0.9403,0.467,0.0
0.714,0.662,0.0
0.9648,0.427,0.0
0.0,0.0,0.0
0.8957,0.504,0.115
0.8316,0.613,0.254
0.8957,0.684,0.0
0.584,0.0,0.048
0.2023,0.265,0.0
0.3818,0.0,0.0
0.8658,0.21,0.0
0.5563,0.642,0.0
0.9755,0.416,0.049
0.999,0.388,0.0
-0.3977,0.64,0.142
0.7574,0.371,0.0
-0.0516,0.406,0.091
-0.6115,0.0,0.359
0.2846,0.149,0.0
0.9013,0.734,0.0
-0.3182,0.0,0.515
0.9052,0.189,0.0
0.8658,0.297,0.0
-0.7506,0.0,0.403
0.9772,0.503,0.0
0.4404,0.367,0.0
-0.1531,0.0,0.0
0.8981,0.408,0.095
0.9595,0.412,0.023
0.8201,0.273,0.0
0.9602,0.211,0.0
0.7845,0.58,0.0
0.9022,0.319,0.0
0.8225,0.571,0.0
0.1531,0.74,0.505
-0.6908,0.0,0.08
-0.4019,0.0,0.0
0.9201,0.643,0.059
0.4927,0.0,0.0
0.8074,0.316,0.0
0.7397,0.313,0.0
-0.886,0.0,0.25
0.8448,0.231,0.072
0.9967,0.245,0.0
0.4404,0.244,0.0
0.25,0.0,0.138
0.0,0.182,0.0
0.0,0.0,0.0
0.6597,0.205,0.0
0.8658,0.604,0.0
-0.2924,0.0,0.238
0.7574,0.313,0.0
0.5994,0.0,0.0
0.7874,0.314,0.071
0.961,0.369,0.0
0.2023,0.213,0.154
0.1027,0.524,0.367
0.872,0.524,0.0
0.8658,0.708,0.0
0.943,0.526,0.0
-0.5719,0.0,0.0
0.0,0.0,0.0
0.9581,0.49,0.0
0.5512,0.597,0.212
0.8576,0.435,0.0
0.8365,0.126,0.0
0.9195,0.259,0.0
0.4404,0.42,0.0
0.962,0.288,0.0
0.8313,0.415,0.0
0.883,0.308,0.0
0.4283,0.062,0.0
0.4522,0.141,0.0
0.2551,0.432,0.122
0.9771,0.461,0.15
-0.7727,0.0,0.588
0.9299,0.168,0.0
0.8731,0.364,0.0
0.8583,0.192,0.0
0.0,0.0,0.0
0.9856,0.539,0.0
-0.7351,0.0,0.293
0.6128,0.127,0.03
0.7841,0.535,0.0
0.8752,0.232,0.0
0.34,0.375,0.0
0.9152,0.628,0.0
0.0,0.0,0.0
0.5994,0.302,0.0
0.5719,0.649,0.0
-0.7096,0.11,0.155
0.0,0.0,0.0
0.7351,0.269,0.0
0.7579,0.565,0.0
-0.3851,0.27,0.09
0.5595,0.343,0.068
0.9863,0.325,0.0
0.6249,0.672,0.0
0.908,0.359,0.0
0.9978,0.254,0.0
0.0,0.552,0.0
0.9542,0.49,0.068
-0.5719,0.0,0.0
0.9722,0.424,0.0
-0.157,0.184,0.178
-0.2382,0.28,0.128
0.1901,0.129,0.138
0.34,0.0,0.0
0.7906,0.636,0.0
0.5106,0.452,0.0
0.1027,0.537,0.0
0.8834,0.286,0.047
0.9286,0.526,0.0
0.8016,0.441,0.0
0.9561,0.306,0.0
0.9231,0.684,0.137
0.5859,0.352,0.0
-0.3291,0.0,0.147
-0.2023,0.0,0.0
0.9324,0.284,0.0
0.969,0.356,0.164
-0.1531,0.09,0.0
0.128,0.254,0.209
0.9593,0.358,0.0
0.9217,0.27,0.0
-0.0516,0.744,0.437
0.9245,0.29,0.0
0.4939,0.615,0.0
0.8402,0.435,0.0
0.6369,0.231,0.0
0.5574,0.0,0.0
-0.5719,0.0,0.0
0.9472,0.238,0.19
0.9294,0.629,0.0
-0.3704,0.171,0.056
0.0,0.0,0.0
0.8807,0.352,0.0
0.9436,0.285,0.0
0.8555,0.592,0.0
0.5819,0.245,0.0
0.8126,0.213,0.0
-0.2732,0.583,0.048
-0.5719,0.0,0.0
-0.4005,0.0,0.473
0.8855,0.293,0.0
-0.9039,0.0,0.159
0.8238,0.503,0.265
0.8201,0.727,0.127
0.9363,0.289,0.0
0.9423,0.474,0.0
0.9619,0.612,0.0
0.7168,0.497,0.079
0.9056,0.657,0.0
-0.5719,0.0,0.0
0.9813,0.476,0.104
0.4404,0.492,0.0
0.8643,0.518,0.0
0.9151,0.427,0.114
0.7184,0.375,0.0
0.5574,0.0,0.0
0.8795,0.484,0.0
-0.5719,0.0,0.0
0.8294,0.455,0.0
0.9152,0.351,0.0
0.8168,0.239,0.076
-0.204,0.307,0.141
0.9789,0.272,0.0
-0.5719,0.0,0.0
0.7269,0.197,0.0
0.9509,0.377,0.0
0.9189,0.453,0.073
0.952,0.531,0.098
0.9918,0.488,0.0
0.9244,0.304,0.119
0.7717,0.072,0.0
0.7269,0.859,0.0
0.296,0.0,0.0
0.8804,0.256,0.141
0.9714,0.387,0.0
0.6908,0.434,0.197
0.9412,0.323,0.0
-0.7274,0.0,0.445
0.7783,0.565,0.0
0.7579,0.367,0.0
0.8251,0.215,0.0
0.9081,0.26,0.0
-0.5719,0.0,0.0
0.4404,0.533,0.0
0.9169,0.618,0.0
0.8588,0.704,0.0
0.6453,0.637,0.0
0.946,0.645,0.0
0.4019,0.403,0.0
0.0516,0.286,0.268
0.7269,0.217,0.0
-0.3291,0.0,0.0
0.507,0.535,0.185
0.906,0.492,0.137
0.9678,0.305,0.0
0.5719,0.649,0.0
0.0,0.649,0.0
0.7579,0.765,0.0
0.9914,0.274,0.0
0.4215,0.672,0.146
0.0534,0.394,0.324
0.972,0.402,0.0
0.8422,0.281,0.0
-0.1779,0.0,0.042
0.9061,0.483,0.0
0.7003,0.367,0.0
0.8591,0.355,0.084
-0.5719,0.0,0.0
0.2263,0.241,0.0
0.802,0.34,0.0
0.7506,0.535,0.0
0.9555,0.431,0.493
0.9231,0.427,0.0
0.3612,0.787,0.239
0.8779,0.716,0.0
0.4754,0.567,0.0
0.977,0.386,0.0
0.0,0.366,0.0
0.8098,0.08,0.0
0.0,0.0,0.0
0.6486,0.496,0.464
-0.8671,0.277,0.131
-0.1531,0.0,0.108
0.7783,0.296,0.0
0.899,0.404,0.0
0.8591,0.596,0.0
0.9184,0.212,0.0
-0.0258,0.0,0.117
0.9169,0.54,0.0
0.8421,0.451,0.0
-0.5719,0.0,0.0
-0.3415,0.205,0.355
0.0,0.0,0.0
-0.8268,0.524,0.326
0.8074,0.492,0.0
0.9628,0.448,0.0
0.8027,0.657,0.31
0.8378,0.388,0.0
0.8996,0.572,0.0
0.5574,0.0,0.0
0.6995,0.626,0.08
-0.9036,0.0,0.261
0.6943,0.252,0.115
0.4019,0.403,0.0
0.0258,0.0,0.089
0.8625,0.49,0.0
-0.5423,0.0,0.18
0.85,0.506,0.0
-0.5267,0.857,0.264
0.8111,0.689,0.0
0.8854,0.722,0.0
0.8516,0.448,0.0
0.7269,0.604,0.0
-0.3566,0.0,0.126
0.4754,0.279,0.0
0.2301,0.183,0.127
0.7579,0.326,0.0
0.5318,0.0,0.0
0.8316,0.51,0.0
0.7889,0.181,0.0
0.7717,0.626,0.0
0.9514,0.404,0.0
0.97,0.518,0.085
0.8316,0.302,0.0
0.0,0.0,0.0
0.6387,0.323,0.196
0.7397,0.61,0.0
0.4404,0.326,0.0
0.9858,0.537,0.018
0.8439,0.532,0.0
-0.1432,0.302,0.253
0.128,0.54,0.341
0.7713,0.099,0.0
0.8221,0.6,0.167
0.8795,0.567,0.0
0.5859,0.388,0.0
0.9099,0.214,0.0
0.8889,0.489,0.0
-0.2732,0.0,0.165
0.7768,0.184,0.151
0.8176,0.565,0.0
0.9468,0.536,0.0
0.9136,0.5,0.0
0.5859,0.655,0.0
0.9395,0.212,0.078
0.9356,0.304,0.0
0.6249,0.577,0.0
0.916,0.376,0.0
0.6728,0.309,0.079
0.8098,0.358,0.141
-0.5994,0.0,1.0
0.836,0.75,0.0
0.5574,0.0,0.0
0.9705,0.818,0.0
-0.0909,0.0,0.0
0.9571,0.74,0.0
0.8587,0.36,0.052
0.9556,0.384,0.0
0.6705,0.478,0.0
0.8765,0.107,0.062
0.5574,0.0,0.0
0.4767,0.355,0.04
0.7033,0.75,0.248
0.4588,0.064,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.9389,0.605,0.0
0.9195,0.211,0.091
0.7275,0.203,0.089
0.4588,0.25,0.0
0.0251,0.348,0.164
0.0,0.0,0.0
0.8074,0.448,0.122
0.4478,0.425,0.121
0.9633,0.499,0.0
0.7506,0.259,0.0
0.8687,0.205,0.0
-0.7902,0.0,0.622
0.9408,0.406,0.0
0.8882,0.302,0.0
0.9287,0.581,0.0
-0.2878,0.033,0.0
-0.836,0.0,0.406
-0.7783,0.0,0.256
0.5983,0.49,0.144
-0.2484,0.0,0.285
-0.4927,0.0,0.122
0.4657,0.153,0.03
0.4215,0.737,0.0
-0.0772,0.0,0.043
0.9711,0.276,0.0
0.5709,0.144,0.0
0.6369,0.474,0.0
0.9556,0.559,0.0
0.6597,0.355,0.126
-0.5719,0.0,0.0
0.8425,0.339,0.213
0.9022,0.442,0.0
0.8268,0.545,0.437
-0.8176,0.0,0.257
0.5334,0.744,0.073
0.9245,0.284,0.0
0.836,0.19,0.0
0.9444,0.291,0.049
0.9891,0.431,0.099
0.7722,0.333,0.066
0.5106,0.767,0.0
0.9201,0.84,0.31
0.5267,0.405,0.0
0.0,0.0,0.0
0.9413,0.261,0.0
0.8047,0.649,0.0
0.908,0.438,0.165
-0.0516,0.0,0.0
0.5965,0.0,0.0
-0.5719,0.0,0.0
-0.2415,0.096,0.0
-0.5106,0.0,0.0
-0.2865,0.0,0.213
0.7184,0.733,0.0
0.7645,0.093,0.0
-0.8519,0.0,0.223
-0.7007,0.14,0.139
0.8016,0.418,0.0
0.9587,0.597,0.066
0.9428,0.607,0.0
0.6901,0.248,0.062
0.8056,0.787,0.0
0.3182,0.0,0.0
0.9509,0.711,0.0
-0.296,0.0,0.0
0.7947,0.444,0.0
0.7096,0.113,0.0
0.8648,0.326,0.0
-0.4201,0.737,0.583
0.0,0.0,0.0
0.9535,0.633,0.0
0.8271,0.406,0.0
0.9595,0.26,0.0
0.8707,0.6,0.0
0.6124,0.366,0.221
0.5574,0.0,0.0
0.836,0.286,0.0
0.1531,0.359,0.071
0.7845,0.148,0.0
0.4404,0.0,0.0
-0.6124,0.0,0.556
0.5574,0.0,0.0
0.969,0.527,0.0
0.3564,0.577,0.149
0.6249,0.672,0.0
0.9538,0.214,0.0
0.7469,0.182,0.0
0.7713,0.436,0.0
0.6249,0.339,0.0
0.87,0.41,0.103
0.4927,0.615,0.0
0.9567,0.435,0.0
-0.4748,0.0,0.103
0.8735,0.0,0.136
0.6249,0.273,0.185
0.2732,0.295,0.0
0.9186,0.165,0.0
0.5569,0.057,0.0
0.7906,0.327,0.0
0.8932,0.482,0.069
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.7184,0.667,0.0
0.7346,0.246,0.0
-0.3612,0.0,0.0
0.7906,0.577,0.0
-0.296,0.0,0.355
0.9897,0.386,0.023
0.9246,0.278,0.0
-0.7241,0.0,0.19
0.5574,0.0,0.0
0.8074,0.186,0.0
0.949,0.459,0.035
0.0,0.144,0.062
0.4939,0.0,0.076
0.7906,0.438,0.0
0.4767,0.857,0.266
0.6124,0.636,0.115
0.9786,0.696,0.0
0.1531,0.425,0.307
0.7506,0.737,0.0
0.9882,0.23,0.113
0.781,0.354,0.0
0.0,1.0,0.0
0.9272,0.476,0.0
0.8553,0.126,0.114
0.8688,0.38,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.3545,0.355,0.096
0.9325,0.776,0.0
0.0258,0.0,0.044
0.9413,0.469,0.041
0.9413,0.737,0.0
0.9447,0.591,0.306
0.9569,0.457,0.0
0.0992,0.0,0.0
0.4754,0.382,0.0
-0.8658,0.0,0.188
0.6249,0.577,0.0
-0.7096,0.0,0.078
-0.0184,0.792,0.382
0.875,0.348,0.0
0.765,0.425,0.0
0.9805,0.223,0.0
0.938,0.668,0.0
0.8797,0.509,0.0
-0.5491,0.0,0.254
0.8074,0.346,0.0
0.7506,0.762,0.0
-0.0405,0.236,0.173
-0.4951,0.39,0.141
0.7964,0.267,0.0
-0.1585,0.079,0.0
0.0,0.0,0.0
0.5574,0.0,0.0
0.8834,0.626,0.0
-0.6814,0.733,0.397
0.5563,0.545,0.0
0.4497,0.787,0.0
0.8126,0.545,0.0
0.5719,0.672,0.318
-0.8807,0.0,0.6
-0.3291,0.0,0.0
-0.8122,0.225,0.171
0.9422,0.311,0.0
0.8807,0.32,0.0
0.3612,0.481,0.423
0.8503,0.507,0.0
0.8125,0.388,0.0
0.2609,0.256,0.0
0.9893,0.29,0.18
0.9382,0.364,0.0
0.0,0.0,0.0
0.68,0.504,0.039
-0.8674,0.0,0.193
0.9741,0.477,0.0
0.5704,0.0,0.0
0.6049,0.539,0.26
0.0,0.0,0.0
0.4927,0.516,0.0
0.6908,0.449,0.0
0.9531,0.351,0.0
0.5106,0.496,0.141
0.4754,0.469,0.0
0.9829,0.389,0.0
0.8834,0.414,0.0
0.8126,0.846,0.0
0.1779,0.516,0.248
0.8271,0.554,0.0
0.8676,0.594,0.227
0.9896,0.285,0.0
-0.7003,0.0,0.102
0.5106,0.623,0.0
0.6858,0.42,0.0
0.0,1.0,0.0
0.9038,0.505,0.205
0.9556,0.359,0.048
0.6808,0.291,0.0
0.7184,0.6,0.0
0.8885,0.697,0.0
0.957,0.669,0.0
0.4404,0.172,0.0
0.6369,0.165,0.0
0.9535,0.603,0.0
0.9371,0.545,0.0
-0.5719,0.0,0.0
0.4404,0.0,0.0
0.4404,0.492,0.0
0.9273,0.51,0.0
-0.3291,0.0,0.0
-0.296,0.0,0.0
-0.7976,0.0,0.299
-0.4498,0.436,0.333
0.6628,0.252,0.055
-0.631,0.0,0.113
0.6652,0.597,0.0
-0.4815,0.0,0.14
0.0,0.0,0.0
0.9703,0.421,0.0
0.7764,0.571,0.136
0.9274,0.717,0.078
-0.8834,0.0,0.185
0.9885,0.218,0.0
0.9451,0.429,0.0
0.93,0.521,0.078
0.9628,0.387,0.0
0.7184,0.6,0.0
0.9867,0.389,0.0
0.5994,0.302,0.0
0.5719,0.514,0.0
0.5106,0.683,0.0
0.5563,0.473,0.0
0.7096,0.596,0.0
0.8716,0.286,0.0
0.5574,0.357,0.217
0.5574,0.0,0.0
0.836,0.664,0.0
-0.296,0.0,0.688
0.8176,0.515,0.0
0.3716,0.041,0.0
0.7717,0.857,0.115
0.0,0.0,0.0
0.5574,0.0,0.0
0.0,0.0,0.0
-0.5719,0.0,0.0
0.8126,0.792,0.0
0.5574,0.0,0.0
0.3612,0.455,0.0
0.8316,0.661,0.0
0.8271,0.506,0.0
0.7506,0.583,0.0
0.9348,0.273,0.0
0.0,0.0,0.0
-0.672,0.0,0.122
0.6908,0.655,0.0
-0.8176,0.0,0.49
0.7579,0.236,0.0
0.9763,0.337,0.0
0.8275,0.522,0.242
0.8074,0.709,0.0
0.7452,0.473,0.019
0.9563,0.459,0.0
-0.5697,0.187,0.095
0.9565,0.579,0.0
0.9868,0.0,0.068
0.4488,0.157,0.058
0.6249,0.538,0.0
0.7184,0.252,0.0
0.8885,0.84,0.0
0.5574,0.0,0.0
0.9393,0.413,0.333
0.9294,0.447,0.0
0.9081,0.247,0.0
0.0,0.0,0.0
0.7579,0.42,0.0
0.8402,0.11,0.0
0.9707,0.704,0.0
0.7764,0.388,0.0
0.2733,0.405,0.086
0.3612,0.143,0.0
0.8155,0.713,0.0
0.8608,0.693,0.095
0.7814,0.343,0.0
-0.5209,0.0,0.0
-0.3338,0.744,0.289
0.7778,0.364,0.0
0.8155,0.642,0.0
0.9656,0.361,0.136
0.6256,0.552,0.118
-0.6697,0.0,0.246
-0.5106,0.0,0.173
0.8265,0.32,0.084
0.9871,0.355,0.0
0.4091,0.0,0.0
0.9605,0.481,0.0
0.0179,0.623,0.15
-0.7579,0.355,0.228
0.6193,0.428,0.078
0.788,0.607,0.0
0.9657,0.467,0.041
0.4649,0.163,0.168
0.7351,0.66,0.636
0.1376,0.222,0.0
0.5994,0.661,0.0
0.8689,0.383,0.0
-0.7394,0.0,0.164
0.7178,0.324,0.688
0.4404,0.162,0.0
0.728,0.146,0.105
0.7391,0.346,0.104
-0.1531,0.0,0.051
0.128,0.0,0.049
-0.2732,0.0,0.259
-0.3612,0.0,0.122
0.979,0.203,0.036
0.9733,0.451,0.0
0.8176,0.712,0.0
0.9116,0.492,0.0
-0.7394,0.0,0.251
0.9501,0.422,0.182
-0.4576,0.381,0.205
-0.2837,0.0,0.0
0.8651,0.65,0.121
0.9854,0.309,0.066
0.8739,0.354,0.0
0.5574,0.0,0.0
0.0,0.0,0.0
0.8885,0.775,0.0
0.624,0.369,0.0
0.4854,0.387,0.0
0.908,0.557,0.0
0.3182,0.0,0.0
0.0,1.0,0.0
0.9535,0.496,0.0
-0.8176,0.289,0.196
0.8074,0.787,0.0
0.9269,0.245,0.0
0.4152,0.338,0.126
0.7556,0.777,0.108
-0.6174,0.423,0.322
0.044,0.787,0.115
0.707,0.428,0.079
0.2263,0.51,0.524
